ano;tamanho_estabelecimento;descricao_secao_cnae;size
2013;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";22
2013;De 100 a 249;Construção;9
2013;De 100 a 249;Educação;3
2013;De 100 a 249;Indústrias de transformação;31
2013;De 100 a 249;Informação e comunicação;4
2013;De 100 a 249;Outras atividades de serviços;4
2013;De 100 a 249;Saúde humana e serviços sociais;1
2013;De 100 a 249;Transporte, armazenagem e correio;6
2013;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2013;De 20 a 49;Administração pública, defesa e seguridade social;1
2013;De 20 a 49;Alojamento e alimentação;5
2013;De 20 a 49;Artes, cultura, esporte e recreação;3
2013;De 20 a 49;Atividades administrativas e serviços complementares;16
2013;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;6
2013;De 20 a 49;Atividades imobiliárias;3
2013;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2013;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";76
2013;De 20 a 49;Construção;10
2013;De 20 a 49;Educação;7
2013;De 20 a 49;Indústrias de transformação;60
2013;De 20 a 49;Informação e comunicação;8
2013;De 20 a 49;Outras atividades de serviços;10
2013;De 20 a 49;Saúde humana e serviços sociais;10
2013;De 20 a 49;Transporte, armazenagem e correio;20
2013;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;5
2013;De 250 a 499;Administração pública, defesa e seguridade social;2
2013;De 250 a 499;Atividades administrativas e serviços complementares;3
2013;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2013;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2013;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";7
2013;De 250 a 499;Construção;2
2013;De 250 a 499;Educação;2
2013;De 250 a 499;Indústrias de transformação;8
2013;De 250 a 499;Indústrias extrativas;1
2013;De 250 a 499;Informação e comunicação;2
2013;De 250 a 499;Outras atividades de serviços;1
2013;De 250 a 499;Saúde humana e serviços sociais;2
2013;De 250 a 499;Transporte, armazenagem e correio;1
2013;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2013;De 5 a 9;Alojamento e alimentação;10
2013;De 5 a 9;Artes, cultura, esporte e recreação;4
2013;De 5 a 9;Atividades administrativas e serviços complementares;27
2013;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;13
2013;De 5 a 9;Atividades imobiliárias;4
2013;De 5 a 9;Atividades profissionais, científicas e técnicas;14
2013;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";114
2013;De 5 a 9;Construção;19
2013;De 5 a 9;Educação;11
2013;De 5 a 9;Indústrias de transformação;81
2013;De 5 a 9;Informação e comunicação;11
2013;De 5 a 9;Outras atividades de serviços;19
2013;De 5 a 9;Saúde humana e serviços sociais;15
2013;De 5 a 9;Transporte, armazenagem e correio;18
2013;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2013;De 50 a 99;Administração pública, defesa e seguridade social;1
2013;De 50 a 99;Alojamento e alimentação;4
2013;De 50 a 99;Artes, cultura, esporte e recreação;1
2013;De 50 a 99;Atividades administrativas e serviços complementares;9
2013;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;2
2013;De 50 a 99;Atividades imobiliárias;2
2013;De 50 a 99;Atividades profissionais, científicas e técnicas;3
2013;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";34
2013;De 50 a 99;Construção;8
2013;De 50 a 99;Educação;5
2013;De 50 a 99;Indústrias de transformação;32
2013;De 50 a 99;Informação e comunicação;6
2013;De 50 a 99;Outras atividades de serviços;3
2013;De 50 a 99;Saúde humana e serviços sociais;8
2013;De 50 a 99;Transporte, armazenagem e correio;9
2013;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2013;De 500 a 999;Atividades administrativas e serviços complementares;3
2013;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2013;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";6
2013;De 500 a 999;Construção;1
2013;De 500 a 999;Educação;2
2013;De 500 a 999;Indústrias de transformação;4
2013;De 500 a 999;Informação e comunicação;1
2013;De 500 a 999;Transporte, armazenagem e correio;1
2013;Zero;Administração pública, defesa e seguridade social;6
2013;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;14
2013;Zero;Alojamento e alimentação;10
2013;Zero;Artes, cultura, esporte e recreação;19
2013;Zero;Atividades administrativas e serviços complementares;41
2013;Zero;Atividades financeiras, de seguros e serviços relacionados;31
2013;Zero;Atividades imobiliárias;5
2013;Zero;Atividades profissionais, científicas e técnicas;36
2013;Zero;"Comércio; reparação de veículos automotores e motocicletas";182
2013;Zero;Construção;38
2013;Zero;Educação;21
2013;Zero;Eletricidade e gás;1
2013;Zero;Indústrias de transformação;150
2013;Zero;Indústrias extrativas;2
2013;Zero;Informação e comunicação;35
2013;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2013;Zero;Outras atividades de serviços;25
2013;Zero;Saúde humana e serviços sociais;29
2013;Zero;Transporte, armazenagem e correio;37
2013;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;9
2014;1000 ou mais;Administração pública, defesa e seguridade social;1
2014;1000 ou mais;Atividades administrativas e serviços complementares;3
2014;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2014;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";3
2014;1000 ou mais;Informação e comunicação;2
2014;1000 ou mais;Transporte, armazenagem e correio;3
2014;Ate 4;Administração pública, defesa e seguridade social;1
2014;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;4
2014;Ate 4;Alojamento e alimentação;9
2014;Ate 4;Artes, cultura, esporte e recreação;11
2014;Ate 4;Atividades administrativas e serviços complementares;33
2014;Ate 4;Atividades financeiras, de seguros e serviços relacionados;12
2014;Ate 4;Atividades imobiliárias;5
2014;Ate 4;Atividades profissionais, científicas e técnicas;24
2014;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";145
2014;Ate 4;Construção;26
2014;Ate 4;Educação;16
2014;Ate 4;Eletricidade e gás;1
2014;Ate 4;Indústrias de transformação;92
2014;Ate 4;Informação e comunicação;19
2014;Ate 4;Outras atividades de serviços;21
2014;Ate 4;Saúde humana e serviços sociais;26
2014;Ate 4;Serviços domésticos;1
2014;Ate 4;Transporte, armazenagem e correio;25
2014;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2014;De 10 a 19;Administração pública, defesa e seguridade social;1
2014;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2014;De 10 a 19;Alojamento e alimentação;8
2014;De 10 a 19;Artes, cultura, esporte e recreação;6
2014;De 10 a 19;Atividades administrativas e serviços complementares;21
2014;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2014;De 10 a 19;Atividades imobiliárias;2
2014;De 10 a 19;Atividades profissionais, científicas e técnicas;11
2014;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";90
2014;De 10 a 19;Construção;17
2014;De 10 a 19;Educação;10
2014;De 10 a 19;Indústrias de transformação;59
2014;De 10 a 19;Indústrias extrativas;1
2014;De 10 a 19;Informação e comunicação;13
2014;De 10 a 19;Outras atividades de serviços;12
2014;De 10 a 19;Saúde humana e serviços sociais;14
2014;De 10 a 19;Transporte, armazenagem e correio;20
2014;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2014;De 100 a 249;Administração pública, defesa e seguridade social;1
2014;De 100 a 249;Alojamento e alimentação;2
2014;De 100 a 249;Atividades administrativas e serviços complementares;9
2014;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2014;De 100 a 249;Atividades imobiliárias;1
2014;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2014;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";25
2014;De 100 a 249;Construção;6
2014;De 100 a 249;Educação;4
2014;De 100 a 249;Indústrias de transformação;34
2014;De 100 a 249;Informação e comunicação;5
2014;De 100 a 249;Outras atividades de serviços;2
2014;De 100 a 249;Saúde humana e serviços sociais;2
2014;De 100 a 249;Transporte, armazenagem e correio;5
2014;De 20 a 49;Administração pública, defesa e seguridade social;1
2014;De 20 a 49;Alojamento e alimentação;6
2014;De 20 a 49;Artes, cultura, esporte e recreação;3
2014;De 20 a 49;Atividades administrativas e serviços complementares;16
2014;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;6
2014;De 20 a 49;Atividades imobiliárias;2
2014;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2014;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";73
2014;De 20 a 49;Construção;14
2014;De 20 a 49;Educação;8
2014;De 20 a 49;Indústrias de transformação;52
2014;De 20 a 49;Informação e comunicação;9
2014;De 20 a 49;Outras atividades de serviços;10
2014;De 20 a 49;Saúde humana e serviços sociais;11
2014;De 20 a 49;Transporte, armazenagem e correio;18
2014;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2014;De 250 a 499;Administração pública, defesa e seguridade social;1
2014;De 250 a 499;Atividades administrativas e serviços complementares;2
2014;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;2
2014;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2014;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";4
2014;De 250 a 499;Construção;2
2014;De 250 a 499;Educação;3
2014;De 250 a 499;Indústrias de transformação;9
2014;De 250 a 499;Indústrias extrativas;1
2014;De 250 a 499;Informação e comunicação;2
2014;De 250 a 499;Saúde humana e serviços sociais;2
2014;De 250 a 499;Transporte, armazenagem e correio;2
2014;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2014;De 5 a 9;Administração pública, defesa e seguridade social;1
2014;De 5 a 9;Alojamento e alimentação;10
2014;De 5 a 9;Artes, cultura, esporte e recreação;4
2014;De 5 a 9;Atividades administrativas e serviços complementares;28
2014;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;11
2014;De 5 a 9;Atividades imobiliárias;4
2014;De 5 a 9;Atividades profissionais, científicas e técnicas;16
2014;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";109
2014;De 5 a 9;Construção;20
2014;De 5 a 9;Educação;9
2014;De 5 a 9;Indústrias de transformação;76
2014;De 5 a 9;Indústrias extrativas;1
2014;De 5 a 9;Informação e comunicação;14
2014;De 5 a 9;Outras atividades de serviços;16
2014;De 5 a 9;Saúde humana e serviços sociais;15
2014;De 5 a 9;Transporte, armazenagem e correio;22
2014;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2014;De 50 a 99;Administração pública, defesa e seguridade social;1
2014;De 50 a 99;Alojamento e alimentação;5
2014;De 50 a 99;Atividades administrativas e serviços complementares;12
2014;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;4
2014;De 50 a 99;Atividades imobiliárias;1
2014;De 50 a 99;Atividades profissionais, científicas e técnicas;4
2014;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";37
2014;De 50 a 99;Construção;7
2014;De 50 a 99;Educação;5
2014;De 50 a 99;Indústrias de transformação;35
2014;De 50 a 99;Informação e comunicação;4
2014;De 50 a 99;Outras atividades de serviços;3
2014;De 50 a 99;Saúde humana e serviços sociais;6
2014;De 50 a 99;Transporte, armazenagem e correio;9
2014;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2014;De 500 a 999;Administração pública, defesa e seguridade social;1
2014;De 500 a 999;Atividades administrativas e serviços complementares;3
2014;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";6
2014;De 500 a 999;Construção;1
2014;De 500 a 999;Educação;2
2014;De 500 a 999;Indústrias de transformação;3
2014;De 500 a 999;Informação e comunicação;2
2014;De 500 a 999;Transporte, armazenagem e correio;1
2014;Zero;Administração pública, defesa e seguridade social;3
2014;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;14
2014;Zero;Alojamento e alimentação;10
2014;Zero;Artes, cultura, esporte e recreação;20
2014;Zero;Atividades administrativas e serviços complementares;43
2014;Zero;Atividades financeiras, de seguros e serviços relacionados;32
2014;Zero;Atividades imobiliárias;6
2014;Zero;Atividades profissionais, científicas e técnicas;34
2014;Zero;"Comércio; reparação de veículos automotores e motocicletas";187
2014;Zero;Construção;37
2014;Zero;Educação;20
2014;Zero;Eletricidade e gás;2
2014;Zero;Indústrias de transformação;154
2014;Zero;Indústrias extrativas;3
2014;Zero;Informação e comunicação;35
2014;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2014;Zero;Outras atividades de serviços;26
2014;Zero;Saúde humana e serviços sociais;28
2014;Zero;Serviços domésticos;1
2014;Zero;Transporte, armazenagem e correio;38
2014;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;9
2015;1000 ou mais;Administração pública, defesa e seguridade social;1
2015;1000 ou mais;Atividades administrativas e serviços complementares;2
2015;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2015;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";5
2015;1000 ou mais;Informação e comunicação;2
2015;1000 ou mais;Transporte, armazenagem e correio;2
2015;Ate 4;Administração pública, defesa e seguridade social;1
2015;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;3
2015;Ate 4;Alojamento e alimentação;10
2015;Ate 4;Artes, cultura, esporte e recreação;11
2015;Ate 4;Atividades administrativas e serviços complementares;37
2015;Ate 4;Atividades financeiras, de seguros e serviços relacionados;13
2015;Ate 4;Atividades imobiliárias;5
2015;Ate 4;Atividades profissionais, científicas e técnicas;24
2015;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";151
2015;Ate 4;Construção;31
2015;Ate 4;Educação;17
2015;Ate 4;Eletricidade e gás;1
2015;Ate 4;Indústrias de transformação;99
2015;Ate 4;Indústrias extrativas;1
2015;Ate 4;Informação e comunicação;17
2015;Ate 4;Outras atividades de serviços;23
2015;Ate 4;Saúde humana e serviços sociais;28
2015;Ate 4;Serviços domésticos;1
2015;Ate 4;Transporte, armazenagem e correio;26
2015;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2015;De 10 a 19;Administração pública, defesa e seguridade social;1
2015;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2015;De 10 a 19;Alojamento e alimentação;8
2015;De 10 a 19;Artes, cultura, esporte e recreação;4
2015;De 10 a 19;Atividades administrativas e serviços complementares;21
2015;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2015;De 10 a 19;Atividades imobiliárias;4
2015;De 10 a 19;Atividades profissionais, científicas e técnicas;10
2015;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";85
2015;De 10 a 19;Construção;21
2015;De 10 a 19;Educação;11
2015;De 10 a 19;Indústrias de transformação;67
2015;De 10 a 19;Informação e comunicação;13
2015;De 10 a 19;Outras atividades de serviços;12
2015;De 10 a 19;Saúde humana e serviços sociais;16
2015;De 10 a 19;Transporte, armazenagem e correio;21
2015;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2015;De 100 a 249;Administração pública, defesa e seguridade social;1
2015;De 100 a 249;Alojamento e alimentação;2
2015;De 100 a 249;Atividades administrativas e serviços complementares;13
2015;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;3
2015;De 100 a 249;Atividades imobiliárias;1
2015;De 100 a 249;Atividades profissionais, científicas e técnicas;2
2015;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";24
2015;De 100 a 249;Construção;5
2015;De 100 a 249;Educação;5
2015;De 100 a 249;Indústrias de transformação;27
2015;De 100 a 249;Informação e comunicação;5
2015;De 100 a 249;Outras atividades de serviços;2
2015;De 100 a 249;Saúde humana e serviços sociais;2
2015;De 100 a 249;Transporte, armazenagem e correio;5
2015;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2015;De 20 a 49;Administração pública, defesa e seguridade social;1
2015;De 20 a 49;Alojamento e alimentação;5
2015;De 20 a 49;Artes, cultura, esporte e recreação;3
2015;De 20 a 49;Atividades administrativas e serviços complementares;21
2015;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;7
2015;De 20 a 49;Atividades imobiliárias;1
2015;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2015;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";77
2015;De 20 a 49;Construção;17
2015;De 20 a 49;Educação;8
2015;De 20 a 49;Indústrias de transformação;57
2015;De 20 a 49;Informação e comunicação;8
2015;De 20 a 49;Outras atividades de serviços;8
2015;De 20 a 49;Saúde humana e serviços sociais;11
2015;De 20 a 49;Transporte, armazenagem e correio;16
2015;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2015;De 250 a 499;Administração pública, defesa e seguridade social;2
2015;De 250 a 499;Atividades administrativas e serviços complementares;1
2015;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2015;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2015;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";4
2015;De 250 a 499;Construção;3
2015;De 250 a 499;Educação;2
2015;De 250 a 499;Indústrias de transformação;8
2015;De 250 a 499;Indústrias extrativas;1
2015;De 250 a 499;Informação e comunicação;2
2015;De 250 a 499;Saúde humana e serviços sociais;1
2015;De 250 a 499;Transporte, armazenagem e correio;2
2015;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2015;De 5 a 9;Administração pública, defesa e seguridade social;1
2015;De 5 a 9;Alojamento e alimentação;9
2015;De 5 a 9;Artes, cultura, esporte e recreação;4
2015;De 5 a 9;Atividades administrativas e serviços complementares;25
2015;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;9
2015;De 5 a 9;Atividades imobiliárias;4
2015;De 5 a 9;Atividades profissionais, científicas e técnicas;16
2015;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";115
2015;De 5 a 9;Construção;21
2015;De 5 a 9;Educação;9
2015;De 5 a 9;Indústrias de transformação;66
2015;De 5 a 9;Informação e comunicação;15
2015;De 5 a 9;Outras atividades de serviços;14
2015;De 5 a 9;Saúde humana e serviços sociais;19
2015;De 5 a 9;Transporte, armazenagem e correio;21
2015;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2015;De 50 a 99;Administração pública, defesa e seguridade social;1
2015;De 50 a 99;Alojamento e alimentação;4
2015;De 50 a 99;Artes, cultura, esporte e recreação;1
2015;De 50 a 99;Atividades administrativas e serviços complementares;11
2015;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;2
2015;De 50 a 99;Atividades imobiliárias;1
2015;De 50 a 99;Atividades profissionais, científicas e técnicas;5
2015;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";31
2015;De 50 a 99;Construção;8
2015;De 50 a 99;Educação;5
2015;De 50 a 99;Indústrias de transformação;38
2015;De 50 a 99;Informação e comunicação;5
2015;De 50 a 99;Outras atividades de serviços;6
2015;De 50 a 99;Saúde humana e serviços sociais;6
2015;De 50 a 99;Transporte, armazenagem e correio;11
2015;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2015;De 500 a 999;Atividades administrativas e serviços complementares;2
2015;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2015;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";5
2015;De 500 a 999;Construção;1
2015;De 500 a 999;Educação;1
2015;De 500 a 999;Indústrias de transformação;3
2015;De 500 a 999;Informação e comunicação;3
2015;De 500 a 999;Saúde humana e serviços sociais;1
2015;De 500 a 999;Transporte, armazenagem e correio;1
2015;Zero;Administração pública, defesa e seguridade social;4
2015;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;14
2015;Zero;Alojamento e alimentação;10
2015;Zero;Artes, cultura, esporte e recreação;21
2015;Zero;Atividades administrativas e serviços complementares;42
2015;Zero;Atividades financeiras, de seguros e serviços relacionados;38
2015;Zero;Atividades imobiliárias;6
2015;Zero;Atividades profissionais, científicas e técnicas;35
2015;Zero;"Comércio; reparação de veículos automotores e motocicletas";185
2015;Zero;Construção;38
2015;Zero;Educação;19
2015;Zero;Eletricidade e gás;2
2015;Zero;Indústrias de transformação;152
2015;Zero;Indústrias extrativas;4
2015;Zero;Informação e comunicação;37
2015;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2015;Zero;Outras atividades de serviços;25
2015;Zero;Saúde humana e serviços sociais;33
2015;Zero;Transporte, armazenagem e correio;35
2015;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;9
2016;1000 ou mais;Administração pública, defesa e seguridade social;1
2016;1000 ou mais;Atividades administrativas e serviços complementares;2
2016;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2016;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";4
2016;1000 ou mais;Construção;1
2016;1000 ou mais;Informação e comunicação;2
2016;1000 ou mais;Transporte, armazenagem e correio;2
2016;Ate 4;Administração pública, defesa e seguridade social;1
2016;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;2
2016;Ate 4;Alojamento e alimentação;9
2016;Ate 4;Artes, cultura, esporte e recreação;11
2016;Ate 4;Atividades administrativas e serviços complementares;35
2016;Ate 4;Atividades financeiras, de seguros e serviços relacionados;12
2016;Ate 4;Atividades imobiliárias;5
2016;Ate 4;Atividades profissionais, científicas e técnicas;27
2016;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";141
2016;Ate 4;Construção;29
2016;Ate 4;Educação;15
2016;Ate 4;Eletricidade e gás;1
2016;Ate 4;Indústrias de transformação;92
2016;Ate 4;Indústrias extrativas;2
2016;Ate 4;Informação e comunicação;18
2016;Ate 4;Outras atividades de serviços;21
2016;Ate 4;Saúde humana e serviços sociais;27
2016;Ate 4;Serviços domésticos;1
2016;Ate 4;Transporte, armazenagem e correio;27
2016;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2016;De 10 a 19;Administração pública, defesa e seguridade social;1
2016;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2016;De 10 a 19;Alojamento e alimentação;8
2016;De 10 a 19;Artes, cultura, esporte e recreação;4
2016;De 10 a 19;Atividades administrativas e serviços complementares;18
2016;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2016;De 10 a 19;Atividades imobiliárias;2
2016;De 10 a 19;Atividades profissionais, científicas e técnicas;9
2016;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";84
2016;De 10 a 19;Construção;19
2016;De 10 a 19;Educação;10
2016;De 10 a 19;Indústrias de transformação;66
2016;De 10 a 19;Informação e comunicação;14
2016;De 10 a 19;Outras atividades de serviços;12
2016;De 10 a 19;Saúde humana e serviços sociais;14
2016;De 10 a 19;Transporte, armazenagem e correio;16
2016;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2016;De 100 a 249;Administração pública, defesa e seguridade social;1
2016;De 100 a 249;Alojamento e alimentação;1
2016;De 100 a 249;Atividades administrativas e serviços complementares;10
2016;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;3
2016;De 100 a 249;Atividades imobiliárias;1
2016;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2016;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";19
2016;De 100 a 249;Construção;7
2016;De 100 a 249;Educação;4
2016;De 100 a 249;Indústrias de transformação;26
2016;De 100 a 249;Informação e comunicação;5
2016;De 100 a 249;Outras atividades de serviços;3
2016;De 100 a 249;Saúde humana e serviços sociais;1
2016;De 100 a 249;Transporte, armazenagem e correio;4
2016;De 20 a 49;Alojamento e alimentação;6
2016;De 20 a 49;Artes, cultura, esporte e recreação;3
2016;De 20 a 49;Atividades administrativas e serviços complementares;14
2016;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;7
2016;De 20 a 49;Atividades imobiliárias;1
2016;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2016;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";79
2016;De 20 a 49;Construção;17
2016;De 20 a 49;Educação;9
2016;De 20 a 49;Indústrias de transformação;47
2016;De 20 a 49;Informação e comunicação;9
2016;De 20 a 49;Outras atividades de serviços;7
2016;De 20 a 49;Saúde humana e serviços sociais;11
2016;De 20 a 49;Transporte, armazenagem e correio;16
2016;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2016;De 250 a 499;Administração pública, defesa e seguridade social;2
2016;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2016;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2016;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";5
2016;De 250 a 499;Construção;2
2016;De 250 a 499;Educação;1
2016;De 250 a 499;Indústrias de transformação;7
2016;De 250 a 499;Informação e comunicação;1
2016;De 250 a 499;Outras atividades de serviços;1
2016;De 250 a 499;Saúde humana e serviços sociais;1
2016;De 250 a 499;Transporte, armazenagem e correio;2
2016;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2016;De 5 a 9;Administração pública, defesa e seguridade social;1
2016;De 5 a 9;Alojamento e alimentação;9
2016;De 5 a 9;Artes, cultura, esporte e recreação;5
2016;De 5 a 9;Atividades administrativas e serviços complementares;28
2016;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;8
2016;De 5 a 9;Atividades imobiliárias;4
2016;De 5 a 9;Atividades profissionais, científicas e técnicas;14
2016;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";116
2016;De 5 a 9;Construção;22
2016;De 5 a 9;Educação;13
2016;De 5 a 9;Indústrias de transformação;75
2016;De 5 a 9;Informação e comunicação;11
2016;De 5 a 9;Outras atividades de serviços;14
2016;De 5 a 9;Saúde humana e serviços sociais;20
2016;De 5 a 9;Transporte, armazenagem e correio;20
2016;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2016;De 50 a 99;Administração pública, defesa e seguridade social;1
2016;De 50 a 99;Alojamento e alimentação;4
2016;De 50 a 99;Artes, cultura, esporte e recreação;2
2016;De 50 a 99;Atividades administrativas e serviços complementares;13
2016;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2016;De 50 a 99;Atividades imobiliárias;1
2016;De 50 a 99;Atividades profissionais, científicas e técnicas;4
2016;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";34
2016;De 50 a 99;Construção;5
2016;De 50 a 99;Educação;4
2016;De 50 a 99;Indústrias de transformação;32
2016;De 50 a 99;Informação e comunicação;5
2016;De 50 a 99;Outras atividades de serviços;5
2016;De 50 a 99;Saúde humana e serviços sociais;7
2016;De 50 a 99;Transporte, armazenagem e correio;11
2016;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2016;De 500 a 999;Atividades administrativas e serviços complementares;2
2016;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2016;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";6
2016;De 500 a 999;Educação;2
2016;De 500 a 999;Indústrias de transformação;2
2016;De 500 a 999;Informação e comunicação;2
2016;De 500 a 999;Saúde humana e serviços sociais;1
2016;De 500 a 999;Transporte, armazenagem e correio;1
2016;Zero;Administração pública, defesa e seguridade social;3
2016;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;10
2016;Zero;Alojamento e alimentação;11
2016;Zero;Artes, cultura, esporte e recreação;18
2016;Zero;Atividades administrativas e serviços complementares;43
2016;Zero;Atividades financeiras, de seguros e serviços relacionados;34
2016;Zero;Atividades imobiliárias;6
2016;Zero;Atividades profissionais, científicas e técnicas;37
2016;Zero;"Comércio; reparação de veículos automotores e motocicletas";178
2016;Zero;Construção;37
