ano;tamanho_estabelecimento;descricao_secao_cnae;size
2024;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;12
2024;Zero;Alojamento e alimentação;12
2024;Zero;Artes, cultura, esporte e recreação;16
2024;Zero;Atividades administrativas e serviços complementares;40
2024;Zero;Atividades financeiras, de seguros e serviços relacionados;22
2024;Zero;Atividades imobiliárias;6
2024;Zero;Atividades profissionais, científicas e técnicas;39
2024;Zero;"Comércio; reparação de veículos automotores e motocicletas";183
2024;Zero;Construção;40
2024;Zero;Educação;20
2024;Zero;Eletricidade e gás;2
2024;Zero;Indústrias de transformação;151
2024;Zero;Indústrias extrativas;1
2024;Zero;Informação e comunicação;34
2024;Zero;Outras atividades de serviços;27
2024;Zero;Saúde humana e serviços sociais;38
2024;Zero;Serviços domésticos;1
2024;Zero;Transporte, armazenagem e correio;33
2024;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;10
