ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2013;12;Atividades Imobiliárias;-4;12967.0
2010;1;Atividades Profissionais, Científicas E Técnicas;-3;193596.2
2015;7;Outras Atividades De Serviços;3;172644.0
2012;4;Saúde Humana E Serviços Sociais;68;284267.7
2016;11;Informação E Comunicação;31;991922.0
2009;6;Transporte, Armazenagem E Correio;111;703167.0
2008;8;Alojamento E Alimentação;-89;634064.62
2008;8;Artes, Cultura, Esporte E Recreação;-1;11197.84
2019;11;Atividades Administrativas E Serviços Complementares;48;3222297.86
2013;6;Informação E Comunicação;-59;685608.32
2012;12;Indústrias De Transformação;-175;1911477.39
2013;8;Atividades Profissionais, Científicas E Técnicas;50;315360.86
2015;4;Saúde Humana E Serviços Sociais;31;369331.35
2009;6;Saúde Humana E Serviços Sociais;-11;177507.0
2013;10;Atividades Imobiliárias;-18;45922.0
2011;8;Atividades Administrativas E Serviços Complementares;293;2130226.38
2014;3;Outras Atividades De Serviços;9;252077.09
2012;9;Construção;56;991390.7
2012;8;Indústrias Extrativas;40;89889.0
2009;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;2466.0
2018;2;Atividades Imobiliárias;1;43863.45
2016;3;Indústrias De Transformação;-900;1812256.82
2011;1;Outras Atividades De Serviços;18;132330.31
2017;1;Educação;26;538386.34
2017;5;Administração Pública, Defesa E Seguridade Social;-147;1400569.06
2019;7;Indústrias Extrativas;-22;60786.0
2008;6;Artes, Cultura, Esporte E Recreação;-13;27202.0
2008;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";185;1976728.77
2011;8;Educação;120;462768.15
2019;11;Alojamento E Alimentação;94;835327.81
2015;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;788.0
2007;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-3;3256.0
2014;10;Saúde Humana E Serviços Sociais;25;414367.62
2010;10;Saúde Humana E Serviços Sociais;-23;237225.54
2007;9;Atividades Financeiras, De Seguros E Serviços Relacionados;52;311008.0
2015;7;Saúde Humana E Serviços Sociais;22;400130.64
2013;2;Artes, Cultura, Esporte E Recreação;8;37326.0
2013;1;Outras Atividades De Serviços;85;252662.34
2007;5;Saúde Humana E Serviços Sociais;30;102085.0
2009;7;Atividades Administrativas E Serviços Complementares;145;1310821.12
2012;11;Alojamento E Alimentação;114;1227418.18
2015;7;Construção;142;1356614.05
2014;7;Informação E Comunicação;-23;919335.22
2011;12;Alojamento E Alimentação;83;891347.0
2011;5;Transporte, Armazenagem E Correio;276;1067713.84
2014;11;Educação;-64;311338.45
2016;3;Atividades Financeiras, De Seguros E Serviços Relacionados;-189;1363861.0
2012;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";283;4246740.01
2011;1;Atividades Administrativas E Serviços Complementares;88;1255231.88
2018;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;11;81828.87
2019;7;Atividades Financeiras, De Seguros E Serviços Relacionados;26;882988.71
2015;10;Indústrias De Transformação;-97;1328921.6400000001
2013;1;Indústrias De Transformação;83;2311970.61
2010;4;Informação E Comunicação;91;616892.88
2018;6;Transporte, Armazenagem E Correio;-15;1101977.43
2013;6;Construção;-98;1065036.81
2008;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-184;150698.0
2009;2;Transporte, Armazenagem E Correio;-37;641483.18
2017;1;Transporte, Armazenagem E Correio;-96;1155199.04
2007;9;Indústrias De Transformação;230;1023181.0
2017;5;Outras Atividades De Serviços;-7;141536.03
2015;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";-10;5103655.070000002
2008;7;Transporte, Armazenagem E Correio;156;630856.6
2011;12;Outras Atividades De Serviços;-90;210700.92
2017;12;Artes, Cultura, Esporte E Recreação;-1;25479.0
2012;5;Construção;65;1134652.3699999999
2012;4;Artes, Cultura, Esporte E Recreação;4;47429.0
2014;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-11;693728.67
2010;11;Outras Atividades De Serviços;35;145389.7
2014;4;Saúde Humana E Serviços Sociais;41;362621.0
2019;4;Indústrias De Transformação;98;1745107.72
2019;4;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;21976.0
2010;2;Alojamento E Alimentação;148;743789.84
2010;2;Outras Atividades De Serviços;104;127741.81999999999
2016;11;Artes, Cultura, Esporte E Recreação;6;51214.0
2015;2;Construção;1091;1165922.0699999877
2012;7;Atividades Financeiras, De Seguros E Serviços Relacionados;14;593344.98
2013;1;Saúde Humana E Serviços Sociais;29;451553.22
2011;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-4;22260.0
2014;8;Indústrias Extrativas;1;53601.0
2023;8;Informação E Comunicação;67;
2013;8;Construção;162;1231109.18
2012;7;Artes, Cultura, Esporte E Recreação;0;46664.0
2007;5;Atividades Profissionais, Científicas E Técnicas;4;55924.0
2018;6;Outras Atividades De Serviços;-24;218394.0
2011;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";4;3811245.07
2017;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";-36;4508626.17
2008;6;Atividades Profissionais, Científicas E Técnicas;73;133307.39
2014;10;Atividades Imobiliárias;9;48618.0
2008;12;Construção;-88;374951.04
2016;4;Atividades Imobiliárias;6;19916.0
2008;2;Atividades Imobiliárias;-9;9173.0
2010;8;Administração Pública, Defesa E Seguridade Social;148;781109.58
2012;10;Outras Atividades De Serviços;5;156858.45
2012;3;Transporte, Armazenagem E Correio;114;1150687.63
2007;9;Construção;4;282524.0
2017;7;Administração Pública, Defesa E Seguridade Social;-108;1068194.58
2014;3;Atividades Administrativas E Serviços Complementares;138;2295231.66
2011;12;Indústrias De Transformação;-369;2095688.21
2011;9;Atividades Administrativas E Serviços Complementares;446;1673335.06
2010;6;Alojamento E Alimentação;150;924575.6
2009;2;Administração Pública, Defesa E Seguridade Social;-305;286151.74
2013;8;Saúde Humana E Serviços Sociais;30;409137.6
2008;1;Outras Atividades De Serviços;-8;85466.0
2008;8;Saúde Humana E Serviços Sociais;14;182278.13999999998
2009;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-7;7815.64
2018;9;Indústrias Extrativas;-5;18167.0
2023;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;
2011;1;Construção;21;787549.04
2019;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";410;6190392.0
2015;2;Saúde Humana E Serviços Sociais;-31;324236.95
2019;7;Saúde Humana E Serviços Sociais;-11;392056.0
2012;11;Administração Pública, Defesa E Seguridade Social;-161;543705.62
2009;9;Saúde Humana E Serviços Sociais;30;151710.5
2010;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2;47641.0
2012;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";178;4012388.21
2018;11;Informação E Comunicação;-50;922192.0
2015;5;Indústrias De Transformação;-229;2473398.45
2017;4;Atividades Administrativas E Serviços Complementares;5;1696700.47
2009;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;1860.0
2012;11;Informação E Comunicação;-2;527194.59
2014;7;Educação;29;615940.02
2013;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";135;3760447.36
2012;9;Atividades Administrativas E Serviços Complementares;86;1586079.61
2009;12;Serviços Domésticos;-1;505.0
2017;8;Administração Pública, Defesa E Seguridade Social;-255;1298479.89
2017;7;Atividades Financeiras, De Seguros E Serviços Relacionados;49;597839.47
2008;7;Saúde Humana E Serviços Sociais;-13;128877.5
2011;5;Construção;190;973461.69
2017;8;Informação E Comunicação;63;949134.74
2010;8;Atividades Imobiliárias;-5;14260.66
2018;11;Atividades Profissionais, Científicas E Técnicas;54;1014274.0
2018;4;Educação;22;506181.13
2018;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";180;4629339.24
2019;8;Atividades Administrativas E Serviços Complementares;-85;3206635.94
2019;8;Indústrias De Transformação;-60;1634730.0
2019;11;Administração Pública, Defesa E Seguridade Social;-40;36364.76
2009;2;Atividades Imobiliárias;-3;20964.0
2016;11;Atividades Administrativas E Serviços Complementares;-169;1598486.96
2019;4;Educação;44;464923.54
2017;7;Atividades Administrativas E Serviços Complementares;-3;1750733.98
2017;7;Transporte, Armazenagem E Correio;118;1031840.25
2008;7;Educação;-16;149920.46
2011;11;Atividades Administrativas E Serviços Complementares;256;1711938.58
2019;3;Atividades Financeiras, De Seguros E Serviços Relacionados;66;866980.0
2011;10;Administração Pública, Defesa E Seguridade Social;-38;519933.1699999999
2009;3;Outras Atividades De Serviços;27;123869.29
2011;9;Construção;-45;925619.54
2010;6;Construção;-68;714590.38
2018;1;Saúde Humana E Serviços Sociais;92;549425.42
2018;1;Indústrias Extrativas;0;16252.0
2013;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;45;80169.56
2019;10;Atividades Imobiliárias;-17;73312.0
2008;10;Atividades Profissionais, Científicas E Técnicas;65;163827.94
2010;1;Outras Atividades De Serviços;-3;117847.6
2010;1;Alojamento E Alimentação;188;684030.02
2013;5;Alojamento E Alimentação;-8;1477407.16
2023;8;Transporte, Armazenagem E Correio;401;
2010;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";448;3101872.36
2013;8;Outras Atividades De Serviços;8;279202.17
2015;3;Saúde Humana E Serviços Sociais;20;365964.64
2016;11;Atividades Profissionais, Científicas E Técnicas;-37;372219.0
2017;5;Transporte, Armazenagem E Correio;-93;1008470.11
2010;4;Saúde Humana E Serviços Sociais;43;169325.89
2009;9;Atividades Profissionais, Científicas E Técnicas;14;149050.96
2008;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-7;16888.0
2010;10;Atividades Profissionais, Científicas E Técnicas;37;206907.43
2011;6;Atividades Financeiras, De Seguros E Serviços Relacionados;19;438546.33
2018;11;Atividades Imobiliárias;0;36172.0
2009;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;977.0
2011;5;Atividades Imobiliárias;-2;51498.0
2009;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1408.0
2018;1;Artes, Cultura, Esporte E Recreação;23;155833.5
2012;10;Educação;27;209418.32
2015;4;Outras Atividades De Serviços;23;170531.86
2019;3;Indústrias De Transformação;41;1455667.1099999999
2015;5;Atividades Administrativas E Serviços Complementares;-203;1863182.0999999992
2019;3;Atividades Imobiliárias;-3;44274.97
2010;1;Atividades Administrativas E Serviços Complementares;207;1328115.65
2023;8;Saúde Humana E Serviços Sociais;106;
2014;10;Educação;-21;418672.12
2017;8;Indústrias Extrativas;0;8749.0
2018;4;Atividades Financeiras, De Seguros E Serviços Relacionados;58;677301.24
2010;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;15693.0
2015;10;Transporte, Armazenagem E Correio;-50;1466970.1299999994
2015;10;Construção;-155;1307420.0600000082
2007;5;Atividades Imobiliárias;0;5444.0
2011;9;Transporte, Armazenagem E Correio;-121;984222.64
2023;8;Construção;150;
2007;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;17254.0
2010;10;Atividades Financeiras, De Seguros E Serviços Relacionados;155;607310.02
2019;8;Administração Pública, Defesa E Seguridade Social;-22;24431.3
2014;11;Indústrias De Transformação;0;1730255.9
2010;11;Indústrias De Transformação;88;1605297.55
2014;4;Educação;73;544077.4399999997
2015;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";242;5724972.830000004
2010;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";-72;2841530.45
2014;3;Atividades Profissionais, Científicas E Técnicas;-4;276706.74
2008;5;Saúde Humana E Serviços Sociais;30;134915.27
2010;5;Organismos Internacionais E Outras Instituições Extraterritoriais;37;65993.0
2017;12;Transporte, Armazenagem E Correio;-21;805643.42
2017;12;Alojamento E Alimentação;32;669990.75
2018;10;Alojamento E Alimentação;-37;687473.84
2018;10;Educação;43;358005.42
2007;9;Outras Atividades De Serviços;16;150744.0
2015;3;Construção;168;1286292.1199999999
2019;3;Informação E Comunicação;-42;1054861.94
2014;4;Informação E Comunicação;70;1162311.01
2009;3;Construção;32;463656.69
2008;5;Atividades Financeiras, De Seguros E Serviços Relacionados;13;403084.0
2009;2;Atividades Administrativas E Serviços Complementares;-128;1320570.43
2011;6;Indústrias De Transformação;-152;2457472.04
2017;1;Construção;27;903176.76
2015;3;Atividades Profissionais, Científicas E Técnicas;2;229795.34
2009;4;Outras Atividades De Serviços;11;117728.0
2009;3;Atividades Administrativas E Serviços Complementares;-111;1163983.16
2019;4;Atividades Administrativas E Serviços Complementares;72;3746044.2
2011;12;Transporte, Armazenagem E Correio;-105;910893.48
2012;9;Saúde Humana E Serviços Sociais;55;297803.54
2013;1;Atividades Imobiliárias;4;35523.0
2018;10;Atividades Administrativas E Serviços Complementares;329;2657486.4
2018;11;Saúde Humana E Serviços Sociais;13;470042.75
2019;7;Alojamento E Alimentação;190;1078147.93
2009;3;Atividades Profissionais, Científicas E Técnicas;38;109560.0
2009;7;Alojamento E Alimentação;-61;595949.04
2011;8;Atividades Profissionais, Científicas E Técnicas;70;316743.15
2010;2;Saúde Humana E Serviços Sociais;-5;167407.91
2008;5;Outras Atividades De Serviços;17;93255.8
2012;5;Artes, Cultura, Esporte E Recreação;4;32103.0
2018;12;Atividades Imobiliárias;0;19004.5
2018;10;Administração Pública, Defesa E Seguridade Social;63;207193.48
2007;9;Atividades Administrativas E Serviços Complementares;-14;610545.0
2017;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;4932.0
2008;10;Educação;30;136489.63000000003
2019;4;Atividades Financeiras, De Seguros E Serviços Relacionados;99;949382.29
2014;9;Administração Pública, Defesa E Seguridade Social;312;926041.71
2017;12;Atividades Imobiliárias;-8;16270.0
2018;10;Atividades Imobiliárias;11;21818.71
2012;4;Educação;54;319512.84
2010;11;Informação E Comunicação;44;462891.8
2014;3;Alojamento E Alimentação;-59;766074.13
2008;5;Atividades Administrativas E Serviços Complementares;291;1113058.95
2008;12;Indústrias De Transformação;-518;1351472.13
2017;12;Indústrias Extrativas;6;14295.0
2008;2;Artes, Cultura, Esporte E Recreação;1;10643.28
2018;11;Indústrias De Transformação;12;1165792.5
2015;2;Indústrias De Transformação;-43;2220259.920000001
2012;7;Atividades Imobiliárias;10;48434.0
2017;4;Atividades Profissionais, Científicas E Técnicas;30;734203.63
2018;8;Indústrias De Transformação;-9;1654769.46
2014;3;Atividades Financeiras, De Seguros E Serviços Relacionados;5;530443.42
2010;2;Informação E Comunicação;182;543475.62
2018;1;Atividades Profissionais, Científicas E Técnicas;13;920373.99
2009;6;Atividades Administrativas E Serviços Complementares;22;1276057.08
2012;7;Saúde Humana E Serviços Sociais;16;278211.4
2014;7;Indústrias Extrativas;6;46232.0
2019;11;Construção;14;1204752.26
2015;6;Artes, Cultura, Esporte E Recreação;-22;109194.19
2013;2;Transporte, Armazenagem E Correio;253;1245658.29
2012;12;Saúde Humana E Serviços Sociais;-8;243422.66
2012;10;Artes, Cultura, Esporte E Recreação;15;45655.5
2011;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";570;4472341.43
2015;3;Artes, Cultura, Esporte E Recreação;9;47468.85
2017;8;Outras Atividades De Serviços;-36;227036.0
2007;5;Educação;2;135987.0
2007;12;Atividades Financeiras, De Seguros E Serviços Relacionados;77;237600.0
2018;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-7;66986.0
2008;4;Outras Atividades De Serviços;97;164869.56
2011;7;Educação;16;210412.79
2013;2;Organismos Internacionais E Outras Instituições Extraterritoriais;-3;11879.0
2015;8;Atividades Financeiras, De Seguros E Serviços Relacionados;3;588452.03
2015;8;Atividades Administrativas E Serviços Complementares;-85;1701321.84
2008;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;5211.98
2013;1;Administração Pública, Defesa E Seguridade Social;-658;678152.9799999999
2015;8;Serviços Domésticos;2;3810.0
2007;2;Saúde Humana E Serviços Sociais;7;79506.0
2016;5;Alojamento E Alimentação;16;618695.51
2017;9;Alojamento E Alimentação;-14;630946.07
2007;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;15846.0
2017;9;Artes, Cultura, Esporte E Recreação;4;55914.0
2017;11;Administração Pública, Defesa E Seguridade Social;-552;931677.39
2019;5;Educação;19;431407.34
2017;11;Construção;-80;637076.0
2019;6;Atividades Financeiras, De Seguros E Serviços Relacionados;11;807442.0
2017;9;Saúde Humana E Serviços Sociais;-31;431183.6
2015;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";239;4660517.97
2008;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";253;2259157.71
2016;5;Informação E Comunicação;-382;1211942.52
2015;7;Eletricidade E Gás;-2;16404.0
2012;11;Indústrias Extrativas;12;40989.0
2008;4;Educação;-5;245027.74
2018;7;Atividades Profissionais, Científicas E Técnicas;123;1140139.11
2007;8;;93;12100.619999999999
2011;7;Saúde Humana E Serviços Sociais;66;304773.29
2010;11;Serviços Domésticos;2;1200.0
2010;12;Atividades Financeiras, De Seguros E Serviços Relacionados;10;493888.35
2015;10;Indústrias Extrativas;-12;39365.0
2012;10;Administração Pública, Defesa E Seguridade Social;-33;832796.6
2019;5;Atividades Financeiras, De Seguros E Serviços Relacionados;43;945335.89
2013;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;6048.0
2008;7;Outras Atividades De Serviços;45;139260.8
2007;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;3039.0
2013;8;Organismos Internacionais E Outras Instituições Extraterritoriais;5;14437.0
2007;2;Indústrias De Transformação;89;1351074.0
2019;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-4;12304.0
2016;5;Atividades Imobiliárias;-2;24264.0
2017;11;Artes, Cultura, Esporte E Recreação;-4;66482.74
2011;6;Atividades Imobiliárias;3;31620.0
2018;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;6;9932.0
2014;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;90157.48
2019;6;Outras Atividades De Serviços;-20;146425.32
2017;1;Organismos Internacionais E Outras Instituições Extraterritoriais;-2;2272.0
2011;12;Artes, Cultura, Esporte E Recreação;-4;33248.0
2019;6;Administração Pública, Defesa E Seguridade Social;-31;28920.23
2018;7;Outras Atividades De Serviços;5;153132.0
2019;6;Alojamento E Alimentação;112;751931.86
2008;4;Atividades Profissionais, Científicas E Técnicas;13;78700.2
2014;6;Serviços Domésticos;1;2724.0
2016;5;Indústrias Extrativas;-7;53170.0
2017;9;Transporte, Armazenagem E Correio;-103;1015810.34
2011;1;Administração Pública, Defesa E Seguridade Social;-14;275425.84
2015;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-18;87248.95
2018;8;Indústrias Extrativas;-6;14433.0
2010;1;Organismos Internacionais E Outras Instituições Extraterritoriais;-21;26379.0
2017;9;Administração Pública, Defesa E Seguridade Social;-334;653128.86
2009;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-24;30320.0
2017;9;Informação E Comunicação;-54;872280.46
2008;7;Atividades Imobiliárias;1;13428.0
2019;6;Construção;41;1053627.23
2018;7;Saúde Humana E Serviços Sociais;-928;593356.69
2018;7;Indústrias Extrativas;-7;31424.0
2013;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;1393.0
2011;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;2200.0
2017;11;Transporte, Armazenagem E Correio;111;1008068.09
2018;6;Atividades Imobiliárias;-1;16334.0
2007;2;Atividades Imobiliárias;3;14647.0
2010;12;Administração Pública, Defesa E Seguridade Social;-157;604569.45
2015;4;Eletricidade E Gás;0;2145.0
2017;11;Informação E Comunicação;-88;1135729.2
2013;9;Serviços Domésticos;1;543.0
2008;4;Informação E Comunicação;-11;412422.8
2012;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;19;83964.0
2018;7;Alojamento E Alimentação;-11;708043.09
2013;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;32;141158.0
2011;12;Atividades Imobiliárias;2;33584.0
2017;9;Educação;33;471167.0
2011;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;7;28808.5
2011;7;Indústrias De Transformação;-121;2283968.76
2015;8;Saúde Humana E Serviços Sociais;8;295831.4
2019;6;Atividades Administrativas E Serviços Complementares;188;3165314.86
2008;4;Atividades Financeiras, De Seguros E Serviços Relacionados;40;426072.92
2011;7;Administração Pública, Defesa E Seguridade Social;-566;814146.47
2015;10;Atividades Financeiras, De Seguros E Serviços Relacionados;-14;197231.18
2015;8;Alojamento E Alimentação;32;760671.93
2008;4;Atividades Administrativas E Serviços Complementares;-1;1332982.74
2015;8;Atividades Imobiliárias;-2;43544.0
2017;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";790;4991539.61
2019;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";-24;5161002.11
2010;9;Eletricidade E Gás;-1;3563.0
2016;5;Organismos Internacionais E Outras Instituições Extraterritoriais;1;1236.0
2012;10;Indústrias Extrativas;15;78150.0
2008;4;Saúde Humana E Serviços Sociais;10;83005.04
2019;6;Atividades Profissionais, Científicas E Técnicas;51;1697617.94
2007;12;Artes, Cultura, Esporte E Recreação;-13;15233.0
2016;5;Atividades Profissionais, Científicas E Técnicas;5;267579.64
2008;4;Alojamento E Alimentação;59;690544.72
2012;5;Serviços Domésticos;-3;5123.0
2017;11;Outras Atividades De Serviços;-17;147543.09
2013;12;Organismos Internacionais E Outras Instituições Extraterritoriais;-2;13344.0
2012;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;1250.0
2015;3;Administração Pública, Defesa E Seguridade Social;-1038;1511503.08
2018;7;Indústrias De Transformação;-22;1464866.57
2007;2;Outras Atividades De Serviços;44;161159.0
2011;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";358;3595738.01
2019;2;Indústrias Extrativas;-7;43548.0
2010;5;Serviços Domésticos;-1;510.0
2011;8;Saúde Humana E Serviços Sociais;20;324010.08
2014;6;Organismos Internacionais E Outras Instituições Extraterritoriais;0;2196.0
2007;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-20;18902.0
2007;2;Administração Pública, Defesa E Seguridade Social;318;351733.0
2015;7;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;2620.0
2010;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;550.0
2014;10;Organismos Internacionais E Outras Instituições Extraterritoriais;1;5586.0
2011;7;Informação E Comunicação;55;525764.27
2009;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-7;32333.0
2015;8;Indústrias De Transformação;-321;1989461.11
2018;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;95;190563.0
2012;11;Artes, Cultura, Esporte E Recreação;-13;36428.08
2017;9;Atividades Imobiliárias;-3;34137.0
2007;2;Informação E Comunicação;33;172263.0
2007;2;Transporte, Armazenagem E Correio;85;646894.0
2015;8;Atividades Profissionais, Científicas E Técnicas;16;326364.99
2017;7;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;2176.0
2013;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-13;81870.0
2007;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;7;6970.0
2017;11;Atividades Administrativas E Serviços Complementares;10;1624912.59
2013;1;Atividades Financeiras, De Seguros E Serviços Relacionados;-13;596348.0
2013;6;Artes, Cultura, Esporte E Recreação;-5;17625.0
2011;7;Atividades Imobiliárias;7;25858.0
2019;8;Atividades Imobiliárias;17;59012.0
2015;8;Informação E Comunicação;-241;1100282.91
2018;7;Administração Pública, Defesa E Seguridade Social;-373;807122.21
2014;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;12;62198.3
2017;10;Atividades Imobiliárias;7;20405.0
2018;8;Atividades Imobiliárias;-10;50607.61
2018;7;Informação E Comunicação;-36;1158973.0
2007;2;Educação;136;233396.0
2008;4;Indústrias De Transformação;33;1658843.74
2016;5;Outras Atividades De Serviços;-1;209737.0
2019;6;Educação;-41;508807.99
2013;5;Atividades Imobiliárias;-9;35583.0
2010;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;7;22699.0
2017;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1065.0
2009;7;Artes, Cultura, Esporte E Recreação;9;16243.0
2019;6;Atividades Imobiliárias;-5;41751.0
2013;12;Administração Pública, Defesa E Seguridade Social;163;366895.02
2013;9;Indústrias Extrativas;6;46499.0
2011;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-1;28988.0
2012;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;1511.0
2010;4;Administração Pública, Defesa E Seguridade Social;-92;873211.0800000003
2009;7;Administração Pública, Defesa E Seguridade Social;3099;1379647.0700000012
2017;11;Indústrias Extrativas;7;17290.66
2016;5;Administração Pública, Defesa E Seguridade Social;448;1299694.66
2018;7;Construção;-55;1068292.87
2019;6;Informação E Comunicação;-60;949566.0
2019;5;Atividades Imobiliárias;2;58322.0
2010;4;Organismos Internacionais E Outras Instituições Extraterritoriais;8;24984.0
2012;3;Atividades Imobiliárias;13;33584.72
2019;6;Indústrias Extrativas;-32;61601.0
2018;7;Atividades Administrativas E Serviços Complementares;15;1873025.07
2019;6;Transporte, Armazenagem E Correio;-47;1232887.38
2013;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;12;74088.38
2019;6;Saúde Humana E Serviços Sociais;30;482813.38
2011;8;Atividades Imobiliárias;6;22378.0
2011;6;Administração Pública, Defesa E Seguridade Social;-174;346918.23
2018;7;Atividades Imobiliárias;2;42385.0
2008;4;Artes, Cultura, Esporte E Recreação;6;61921.12
2015;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-5;91452.0
2014;5;Administração Pública, Defesa E Seguridade Social;135;1197321.96
2015;8;Transporte, Armazenagem E Correio;-82;1452563.5
2013;5;Organismos Internacionais E Outras Instituições Extraterritoriais;5;15951.0
2011;8;Atividades Financeiras, De Seguros E Serviços Relacionados;33;486121.4
2017;11;Alojamento E Alimentação;25;614945.47
2007;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;9;5005.0
2019;6;Indústrias De Transformação;-19;1586958.35
2009;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;1680.0
2019;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-7;25640.0
2007;2;Alojamento E Alimentação;-35;390206.0
2016;5;Construção;-241;1100345.9
2015;8;Educação;91;683421.0
2008;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-27;27072.0
2013;5;Administração Pública, Defesa E Seguridade Social;461;2430248.4
2017;11;Atividades Financeiras, De Seguros E Serviços Relacionados;-46;1958827.0
2016;5;Atividades Administrativas E Serviços Complementares;-738;2003694.47
2007;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";214;1441930.0
2016;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";-93;4757202.04
2013;6;Atividades Imobiliárias;9;33764.0
2008;7;Atividades Financeiras, De Seguros E Serviços Relacionados;-18;314881.49
2010;3;Eletricidade E Gás;1;2854.0
2014;3;Atividades Imobiliárias;-2;72265.26
2019;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;29;98379.0
2007;2;Atividades Administrativas E Serviços Complementares;84;578995.0
2017;11;Indústrias De Transformação;-87;1007907.64
2013;11;Indústrias Extrativas;-9;25327.0
2011;12;Atividades Financeiras, De Seguros E Serviços Relacionados;49;451510.0
